time,Humedad,Luminosidad,Temperatura Predicha
2025-05-23T13:58:18.928463Z,68.0,201.0,19.12
2025-05-23T13:58:21.173301Z,78.0,105.0,26.6
2025-05-23T13:58:23.149393Z,67.0,355.0,25.04
2025-05-23T13:58:25.004685Z,70.0,332.0,24.48
2025-05-23T13:58:26.934002Z,80.0,318.0,18.77
2025-05-23T13:58:28.886202Z,66.0,321.0,29.86
2025-05-23T13:58:30.893327Z,61.0,149.0,22.71
2025-05-23T13:58:32.834120Z,83.0,208.0,21.66
2025-05-23T13:58:34.923306Z,61.0,225.0,16.7
2025-05-23T13:58:36.848822Z,72.0,259.0,30.03
2025-05-23T13:58:38.831211Z,73.0,170.0,22.0
2025-05-23T13:58:40.829160Z,85.0,109.0,26.2
2025-05-23T13:58:42.852261Z,70.0,382.0,26.27
2025-05-23T13:58:44.829964Z,79.0,279.0,24.52
2025-05-23T13:58:47.087876Z,75.0,332.0,25.66
2025-05-23T13:58:48.875919Z,80.0,107.0,21.83
2025-05-23T13:58:50.925637Z,66.0,201.0,28.02
2025-05-23T13:58:52.858092Z,89.0,189.0,17.2
2025-05-23T13:58:54.914343Z,82.0,203.0,28.25
2025-05-23T13:58:57.004462Z,60.0,227.0,26.3
2025-05-23T13:58:58.852201Z,65.0,366.0,23.89
2025-05-23T13:59:00.859019Z,88.0,320.0,23.73
2025-05-23T13:59:02.854484Z,65.0,303.0,20.0
2025-05-23T13:59:05.061012Z,79.0,372.0,19.99
2025-05-23T13:59:06.922882Z,86.0,179.0,27.71
2025-05-23T13:59:08.851597Z,83.0,362.0,24.86
2025-05-23T13:59:10.850557Z,60.0,144.0,26.57
2025-05-23T13:59:13.023381Z,65.0,202.0,23.62
2025-05-23T13:59:14.864381Z,72.0,389.0,24.28
2025-05-23T13:59:16.864340Z,69.0,181.0,22.72
2025-05-23T13:59:19.095443Z,88.0,300.0,25.27
2025-05-23T13:59:20.854171Z,72.0,233.0,25.02
2025-05-23T13:59:22.930421Z,63.0,358.0,25.7
2025-05-23T13:59:24.853218Z,71.0,394.0,27.65
2025-05-23T13:59:27.092127Z,89.0,327.0,23.98
2025-05-23T13:59:28.852399Z,72.0,289.0,25.95
2025-05-23T13:59:30.878946Z,73.0,150.0,24.04
2025-05-23T13:59:32.852515Z,76.0,331.0,22.43
2025-05-23T13:59:34.847145Z,72.0,395.0,29.5
2025-05-23T13:59:37.003498Z,68.0,161.0,23.66
2025-05-23T13:59:38.994689Z,71.0,217.0,25.16
2025-05-23T13:59:40.874420Z,87.0,311.0,29.32
2025-05-23T13:59:43.091218Z,73.0,211.0,24.92
2025-05-23T13:59:45.026207Z,74.0,147.0,26.19
2025-05-23T13:59:46.872408Z,78.0,356.0,21.65
2025-05-23T13:59:48.882865Z,60.0,168.0,20.74
2025-05-23T13:59:50.878106Z,64.0,350.0,29.53
2025-05-23T13:59:52.873313Z,69.0,127.0,20.86
2025-05-23T13:59:54.932671Z,63.0,199.0,24.41
2025-05-23T13:59:56.873106Z,60.0,348.0,29.57
2025-05-23T13:59:59.106088Z,76.0,155.0,18.32
2025-05-23T14:00:00.868495Z,63.0,195.0,23.89
2025-05-23T14:00:02.891586Z,71.0,178.0,24.3
2025-05-23T14:00:04.873226Z,72.0,163.0,20.7
2025-05-23T14:00:07.117997Z,84.0,256.0,24.66
2025-05-23T14:00:09.018589Z,74.0,269.0,25.85
2025-05-23T14:00:10.953166Z,81.0,197.0,19.27
2025-05-23T14:00:12.893232Z,62.0,270.0,19.57
2025-05-23T14:00:14.894037Z,89.0,199.0,28.57
2025-05-23T14:00:17.042957Z,86.0,157.0,30.76
2025-05-23T14:00:18.895968Z,67.0,381.0,24.96
2025-05-23T14:00:20.898649Z,70.0,116.0,19.33
2025-05-23T14:00:22.902570Z,86.0,253.0,23.48
2025-05-23T14:00:25.074724Z,68.0,349.0,28.05
2025-05-23T14:00:26.919222Z,64.0,159.0,28.18
2025-05-23T14:00:28.897241Z,76.0,257.0,24.32
2025-05-23T14:00:30.895936Z,85.0,123.0,24.24
2025-05-23T14:00:32.896094Z,64.0,271.0,20.66
2025-05-23T14:00:34.896224Z,67.0,297.0,20.07
2025-05-23T14:00:36.895658Z,64.0,358.0,22.43
2025-05-23T14:00:38.884075Z,71.0,195.0,18.71
2025-05-23T14:00:40.901370Z,79.0,368.0,30.48
2025-05-23T14:00:42.920871Z,78.0,108.0,24.23
2025-05-23T14:00:44.899070Z,82.0,110.0,23.79
2025-05-23T14:00:46.920394Z,67.0,140.0,24.31
2025-05-23T14:00:48.927158Z,83.0,264.0,26.89
2025-05-23T14:00:50.884920Z,75.0,228.0,23.79
2025-05-23T14:00:52.930055Z,89.0,365.0,29.38
2025-05-23T14:00:54.895133Z,79.0,108.0,23.05
2025-05-23T14:00:56.905012Z,81.0,204.0,25.26
2025-05-23T14:00:58.908693Z,80.0,372.0,21.51
2025-05-23T14:01:00.920939Z,77.0,160.0,28.36
2025-05-23T14:01:03.132443Z,68.0,304.0,26.87
2025-05-23T14:01:04.917216Z,83.0,287.0,28.56
2025-05-23T14:01:06.927826Z,88.0,102.0,30.13
2025-05-23T14:01:09.198746Z,86.0,175.0,22.52
2025-05-23T14:01:11.160778Z,69.0,398.0,31.9
2025-05-23T14:01:13.057475Z,68.0,364.0,22.66
2025-05-23T14:01:14.919407Z,70.0,181.0,25.52
2025-05-23T14:01:17.188206Z,69.0,213.0,27.48
2025-05-23T14:01:18.939196Z,68.0,142.0,22.25
2025-05-23T14:01:20.931095Z,85.0,162.0,25.39
2025-05-23T14:01:22.944803Z,80.0,378.0,26.01
2025-05-23T14:01:24.926258Z,73.0,170.0,22.0
2025-05-23T14:01:26.917305Z,89.0,347.0,24.43
2025-05-23T14:01:29.024806Z,70.0,378.0,26.64
2025-05-23T14:01:30.918199Z,66.0,173.0,21.7
2025-05-23T14:01:32.917547Z,61.0,331.0,27.34
2025-05-23T14:01:34.935895Z,77.0,126.0,24.87
2025-05-23T14:01:37.025001Z,81.0,261.0,21.38
2025-05-23T14:01:38.951007Z,65.0,362.0,23.7
2025-05-23T14:01:40.997609Z,88.0,169.0,24.47
2025-05-23T14:01:42.936535Z,72.0,290.0,29.29
2025-05-23T14:01:45.032811Z,74.0,351.0,21.81
2025-05-23T14:01:46.945574Z,62.0,142.0,20.59
2025-05-23T14:01:49.194598Z,66.0,193.0,26.82
2025-05-23T14:01:51.153994Z,86.0,325.0,22.22
2025-05-23T14:01:52.938900Z,86.0,170.0,27.79
2025-05-23T14:01:54.986642Z,85.0,305.0,26.29
2025-05-23T14:01:57.238125Z,60.0,141.0,26.39
2025-05-23T14:01:58.942439Z,64.0,280.0,21.65
2025-05-23T14:02:00.952144Z,89.0,384.0,25.0
2025-05-23T14:02:02.974752Z,84.0,297.0,29.0
2025-05-23T14:02:04.938354Z,73.0,292.0,23.33
2025-05-23T14:02:06.939742Z,78.0,360.0,25.32
2025-05-23T14:02:08.946568Z,75.0,208.0,21.2
2025-05-23T14:02:10.943115Z,70.0,210.0,20.45
2025-05-23T14:02:13.251579Z,71.0,206.0,24.25
2025-05-23T14:02:15.162000Z,65.0,325.0,19.02
2025-05-23T14:02:16.943726Z,77.0,261.0,27.86
2025-05-23T14:02:18.934006Z,71.0,241.0,24.79
2025-05-23T14:02:21.186664Z,82.0,265.0,22.75
2025-05-23T14:02:23.109028Z,85.0,119.0,23.21
2025-05-23T14:02:24.998247Z,85.0,138.0,24.29
2025-05-23T14:02:26.953598Z,62.0,318.0,22.57
2025-05-23T14:02:28.969986Z,77.0,119.0,20.2
2025-05-23T14:02:30.968299Z,71.0,315.0,29.17
2025-05-23T14:02:33.027094Z,61.0,396.0,23.47
2025-05-23T14:02:34.958228Z,72.0,180.0,26.92
2025-05-23T14:02:36.963453Z,60.0,343.0,21.6
2025-05-23T14:02:38.962952Z,68.0,190.0,20.68
2025-05-23T14:02:40.979194Z,60.0,367.0,23.01
2025-05-23T14:02:42.954545Z,89.0,214.0,22.51
2025-05-23T14:02:44.952078Z,63.0,191.0,20.78
2025-05-23T14:02:46.963633Z,83.0,395.0,24.79
2025-05-23T14:02:49.044676Z,88.0,177.0,17.59
2025-05-23T14:02:50.963075Z,73.0,389.0,23.98
2025-05-23T14:02:52.968078Z,71.0,319.0,28.25
2025-05-23T14:02:55.108095Z,73.0,185.0,18.49
2025-05-23T14:02:56.980807Z,86.0,279.0,20.93
2025-05-23T14:02:58.977586Z,89.0,385.0,29.33
2025-05-23T14:03:00.986051Z,76.0,331.0,22.43
2025-05-23T14:03:02.977989Z,77.0,142.0,21.1
2025-05-23T14:03:04.972622Z,72.0,133.0,25.19
2025-05-23T14:03:07.273923Z,64.0,216.0,20.85
2025-05-23T14:03:08.982333Z,65.0,217.0,17.9
2025-05-23T14:03:10.958362Z,67.0,261.0,26.77
2025-05-23T14:03:13.027454Z,82.0,315.0,24.97
2025-05-23T14:03:15.270078Z,72.0,316.0,25.61
2025-05-23T14:03:17.187154Z,89.0,252.0,23.59
2025-05-23T14:03:18.994923Z,84.0,224.0,29.91
2025-05-23T14:03:21.035570Z,86.0,104.0,26.53
2025-05-23T14:03:23.269010Z,74.0,222.0,24.7
2025-05-23T14:03:24.989441Z,87.0,193.0,27.06
2025-05-23T14:03:27.111602Z,85.0,241.0,24.8
2025-05-23T14:03:29.100775Z,66.0,164.0,28.12
2025-05-23T14:03:31.320674Z,80.0,326.0,24.21
2025-05-23T14:03:33.188568Z,66.0,148.0,21.2
2025-05-23T14:03:35.005674Z,75.0,310.0,28.43
2025-05-23T14:03:36.980765Z,61.0,128.0,22.42
2025-05-23T14:03:38.994696Z,81.0,260.0,23.0
2025-05-23T14:03:40.987418Z,73.0,113.0,27.57
2025-05-23T14:03:42.985278Z,76.0,127.0,28.01
2025-05-23T14:03:45.011990Z,66.0,183.0,27.84
2025-05-23T14:03:46.980829Z,77.0,143.0,24.75
2025-05-23T14:03:48.983546Z,69.0,346.0,31.61
2025-05-23T14:03:50.994758Z,74.0,333.0,24.4
2025-05-23T14:03:53.003351Z,63.0,318.0,21.93
2025-05-23T14:03:55.001718Z,85.0,305.0,26.29
2025-05-23T14:03:57.000817Z,76.0,309.0,28.81
2025-05-23T14:03:59.001226Z,88.0,164.0,24.94
2025-05-23T14:04:01.001702Z,86.0,381.0,24.23
2025-05-23T14:04:03.291565Z,76.0,344.0,26.53
2025-05-23T14:04:05.191631Z,80.0,275.0,31.91
2025-05-23T14:04:07.007485Z,61.0,211.0,23.65
2025-05-23T14:04:09.087454Z,70.0,126.0,20.23
2025-05-23T14:04:11.048655Z,84.0,302.0,24.3
2025-05-23T14:04:13.190362Z,62.0,337.0,29.4
2025-05-23T14:04:15.009411Z,60.0,136.0,27.54
2025-05-23T14:04:17.005296Z,66.0,306.0,24.61
2025-05-23T14:04:19.328117Z,64.0,334.0,24.26
2025-05-23T14:04:21.007694Z,69.0,261.0,22.7
2025-05-23T14:04:23.003888Z,89.0,127.0,21.0
2025-05-23T14:04:25.000736Z,80.0,114.0,27.67
2025-05-23T14:04:27.003514Z,88.0,153.0,20.75
2025-05-23T14:04:29.002213Z,78.0,182.0,26.75
2025-05-23T14:04:31.038198Z,74.0,345.0,23.57
2025-05-23T14:04:33.001159Z,66.0,235.0,26.66
2025-05-23T14:04:35.040712Z,61.0,208.0,20.04
2025-05-23T14:04:37.040916Z,71.0,179.0,24.07
2025-05-23T14:04:39.025158Z,69.0,126.0,20.85
2025-05-23T14:04:41.082270Z,63.0,176.0,27.4
2025-05-23T14:04:43.021794Z,63.0,341.0,29.23
2025-05-23T14:04:45.024412Z,84.0,264.0,24.7
2025-05-23T14:04:47.022283Z,77.0,294.0,23.72
2025-05-23T14:04:49.031316Z,79.0,262.0,22.36
2025-05-23T14:04:51.264465Z,61.0,230.0,18.4
2025-05-23T14:04:53.025326Z,72.0,192.0,28.97
2025-05-23T14:04:55.044012Z,64.0,268.0,19.99
2025-05-23T14:04:57.044101Z,79.0,321.0,23.82
2025-05-23T14:04:59.271746Z,64.0,239.0,26.87
2025-05-23T14:05:01.035865Z,68.0,278.0,23.34
2025-05-23T14:05:03.049080Z,64.0,224.0,23.74
2025-05-23T14:05:05.044477Z,83.0,160.0,24.33
2025-05-23T14:05:07.038584Z,85.0,331.0,26.96
2025-05-23T14:05:09.027774Z,73.0,263.0,23.65
2025-05-23T14:05:11.033963Z,62.0,282.0,21.17
2025-05-23T14:05:13.081222Z,85.0,154.0,20.32
2025-05-23T14:05:15.272729Z,64.0,304.0,20.71
2025-05-23T14:05:17.124370Z,87.0,129.0,28.48
2025-05-23T14:05:19.044574Z,81.0,116.0,22.8
2025-05-23T14:05:21.044134Z,86.0,252.0,23.88
2025-05-23T14:05:23.089639Z,65.0,183.0,27.84
2025-05-23T14:05:25.206044Z,61.0,340.0,26.15
2025-05-23T14:05:27.048134Z,74.0,295.0,28.05
2025-05-23T14:05:29.047464Z,88.0,264.0,30.57
2025-05-23T14:05:31.054287Z,81.0,174.0,25.57
2025-05-23T14:05:33.269199Z,84.0,302.0,24.3
2025-05-23T14:05:35.045228Z,75.0,143.0,27.8
2025-05-23T14:05:37.048200Z,63.0,149.0,23.31
2025-05-23T14:05:39.067207Z,69.0,172.0,24.23
2025-05-23T14:05:41.046798Z,81.0,118.0,19.39
2025-05-23T14:05:43.046101Z,75.0,231.0,29.34
2025-05-23T14:05:45.046162Z,73.0,174.0,21.84
2025-05-23T14:05:47.044184Z,71.0,155.0,28.03
2025-05-23T14:05:49.276750Z,68.0,372.0,24.77
2025-05-23T14:05:51.071420Z,84.0,249.0,20.17
2025-05-23T14:05:53.104983Z,73.0,343.0,22.57
2025-05-23T14:05:55.333398Z,87.0,356.0,27.11
2025-05-23T14:05:57.066713Z,66.0,380.0,24.99
2025-05-23T14:05:59.064360Z,84.0,353.0,21.89
2025-05-23T14:06:01.047930Z,82.0,165.0,26.45
2025-05-23T14:06:03.230466Z,65.0,283.0,28.97
2025-05-23T14:06:05.064660Z,69.0,394.0,30.29
2025-05-23T14:06:07.091465Z,75.0,151.0,28.36
2025-05-23T14:06:09.354282Z,77.0,149.0,26.3
2025-05-23T14:06:11.055836Z,64.0,288.0,24.53
2025-05-23T14:06:13.084185Z,85.0,217.0,26.11
2025-05-23T14:06:15.080014Z,63.0,231.0,26.49
2025-05-23T14:06:17.084178Z,62.0,241.0,31.59
2025-05-23T14:06:19.072520Z,78.0,239.0,23.14
2025-05-23T14:06:21.098218Z,63.0,262.0,28.4
2025-05-23T14:06:23.066378Z,79.0,208.0,18.78
2025-05-23T14:06:25.443959Z,69.0,246.0,27.91
2025-05-23T14:06:27.101020Z,64.0,351.0,27.41
2025-05-23T14:06:29.068799Z,66.0,290.0,24.92
2025-05-23T14:06:31.066938Z,76.0,309.0,28.81
2025-05-23T14:06:33.358767Z,69.0,143.0,27.11
2025-05-23T14:06:35.366346Z,86.0,370.0,19.61
2025-05-23T14:06:37.093236Z,70.0,192.0,28.44
2025-05-23T14:06:39.094470Z,62.0,284.0,24.67
2025-05-23T14:06:41.093601Z,79.0,367.0,30.48
2025-05-23T14:06:43.291309Z,62.0,163.0,24.24
2025-05-23T14:06:45.083021Z,66.0,399.0,25.99
2025-05-23T14:06:47.135111Z,60.0,293.0,21.11
2025-05-23T14:06:49.344453Z,87.0,320.0,25.61
2025-05-23T14:06:55.187025Z,73.0,251.0,21.78
2025-05-23T14:06:56.163686Z,64.0,143.0,24.77
2025-05-23T14:06:56.166918Z,64.0,344.0,28.02
2025-05-23T14:06:57.315323Z,83.0,360.0,24.04
2025-05-23T14:07:04.417376Z,79.0,114.0,28.17
2025-05-23T14:07:05.279599Z,60.0,260.0,20.42
2025-05-23T14:07:10.379529Z,80.0,210.0,25.25
2025-05-23T14:07:10.380115Z,61.0,101.0,27.04
2025-05-23T14:07:10.543158Z,83.0,376.0,21.21
2025-05-23T14:07:10.543998Z,68.0,144.0,28.22
2025-05-23T14:07:11.763317Z,65.0,248.0,21.38
2025-05-23T14:07:14.434893Z,69.0,164.0,21.99
2025-05-23T14:21:54.995731Z,79.0,215.0,18.89
2025-05-23T14:21:56.496697Z,79.0,311.0,26.41
2025-05-23T14:21:58.322096Z,67.0,183.0,28.97
2025-05-23T14:22:00.441757Z,71.0,137.0,28.54
2025-05-23T14:22:02.423936Z,64.0,352.0,25.39
2025-05-23T14:22:04.471610Z,89.0,145.0,23.3
2025-05-23T14:22:06.426977Z,87.0,370.0,28.88
2025-05-23T14:22:08.352017Z,75.0,170.0,19.12
2025-05-23T14:22:10.346419Z,83.0,197.0,23.07
2025-05-23T14:22:15.125962Z,63.0,248.0,20.17
2025-05-23T14:22:15.576614Z,85.0,255.0,27.38
2025-05-23T14:22:16.336874Z,63.0,262.0,28.4
2025-05-23T14:22:18.395830Z,76.0,130.0,22.25
2025-05-23T14:22:20.326248Z,66.0,361.0,22.93
2025-05-23T14:22:24.167269Z,82.0,345.0,24.35
2025-05-23T14:22:24.986544Z,85.0,174.0,23.52
2025-05-23T14:22:26.286940Z,70.0,296.0,28.15
2025-05-23T14:22:28.787846Z,68.0,374.0,20.83
2025-05-23T14:22:30.338556Z,67.0,364.0,25.49
2025-05-23T14:22:32.514495Z,66.0,247.0,26.86
2025-05-23T14:22:34.431314Z,82.0,261.0,28.17
2025-05-23T14:22:36.321326Z,72.0,119.0,23.85
2025-05-23T14:22:38.425818Z,61.0,375.0,29.09
2025-05-23T14:22:40.853258Z,78.0,192.0,22.69
2025-05-23T14:22:42.414697Z,85.0,283.0,28.49
2025-05-23T14:22:44.391814Z,82.0,128.0,29.05
2025-05-23T14:22:46.323078Z,66.0,189.0,26.23
2025-05-23T14:22:48.394016Z,62.0,329.0,27.22
2025-05-23T14:22:50.850350Z,61.0,255.0,18.73
2025-05-23T14:22:52.312750Z,62.0,104.0,23.86
2025-05-23T14:22:54.342255Z,63.0,160.0,20.73
2025-05-23T14:22:56.353160Z,80.0,192.0,20.19
2025-05-23T14:22:58.821096Z,62.0,204.0,20.96
2025-05-23T14:23:00.324715Z,78.0,206.0,23.72
2025-05-23T14:23:02.385365Z,71.0,100.0,27.21
2025-05-23T14:23:04.467663Z,78.0,123.0,24.64
2025-05-23T14:23:06.362319Z,70.0,318.0,23.51
2025-05-23T14:23:08.398505Z,86.0,147.0,24.91
2025-05-23T14:23:10.428549Z,63.0,354.0,21.39
2025-05-23T14:23:12.323181Z,60.0,319.0,22.52
2025-05-23T14:23:14.454755Z,67.0,205.0,20.48
2025-05-23T14:23:16.350576Z,60.0,334.0,26.6
2025-05-23T14:23:18.432584Z,85.0,255.0,27.38
2025-05-23T14:23:20.396819Z,86.0,234.0,19.19
2025-05-23T14:23:22.354203Z,70.0,368.0,26.89
2025-05-23T14:23:24.333246Z,68.0,330.0,24.66
2025-05-23T14:23:26.382905Z,62.0,164.0,23.32
2025-05-23T14:23:28.785300Z,65.0,116.0,24.67
2025-05-23T14:23:30.332766Z,78.0,295.0,26.13
2025-05-23T14:23:32.417787Z,62.0,119.0,29.54
2025-05-23T14:23:34.483297Z,64.0,338.0,20.66
2025-05-23T14:23:36.334629Z,87.0,374.0,29.04
2025-05-23T14:23:38.372285Z,70.0,188.0,30.29
2025-05-23T14:24:02.530833Z,79.0,116.0,28.54
2025-05-23T14:24:04.464813Z,61.0,273.0,30.23
2025-05-23T14:24:06.356744Z,82.0,273.0,21.9
2025-05-23T14:24:08.359922Z,79.0,291.0,24.32
2025-05-23T14:24:10.527721Z,71.0,203.0,28.82
2025-05-23T14:24:12.453208Z,87.0,166.0,29.45
2025-05-23T14:24:14.731904Z,70.0,341.0,22.1
2025-05-23T14:24:17.241932Z,67.0,287.0,26.55
2025-05-23T14:24:18.370017Z,69.0,294.0,27.97
2025-05-23T14:24:20.450644Z,81.0,388.0,25.27
2025-05-23T14:24:23.007018Z,80.0,140.0,27.98
2025-05-23T14:24:24.454856Z,81.0,358.0,27.14
2025-05-23T14:24:26.523061Z,79.0,286.0,28.94
2025-05-23T14:24:28.386749Z,81.0,296.0,26.77
2025-05-23T14:24:30.702823Z,88.0,334.0,21.23
2025-05-23T14:24:32.617311Z,86.0,135.0,24.36
2025-05-23T14:24:34.526627Z,79.0,133.0,19.47
2025-05-23T14:24:36.463485Z,87.0,380.0,23.73
2025-05-23T14:24:38.381233Z,68.0,397.0,20.96
2025-05-23T14:24:40.474274Z,70.0,375.0,26.41
2025-05-23T14:24:42.503885Z,86.0,227.0,18.9
2025-05-23T14:24:44.403077Z,64.0,220.0,22.1
2025-05-23T14:24:46.398902Z,62.0,145.0,28.4
2025-05-23T14:24:48.393703Z,67.0,324.0,27.9
2025-05-23T14:24:50.553738Z,67.0,245.0,30.62
2025-05-23T14:24:52.447171Z,62.0,222.0,20.95
2025-05-23T14:24:56.234908Z,69.0,337.0,23.17
2025-05-23T14:24:56.474904Z,88.0,241.0,27.28
2025-05-23T14:24:58.529092Z,62.0,171.0,20.46
2025-05-23T14:25:00.388238Z,77.0,290.0,22.08
2025-05-23T14:25:02.399094Z,80.0,255.0,28.55
2025-05-23T14:25:04.654560Z,78.0,364.0,23.96
2025-05-23T14:25:06.390096Z,66.0,253.0,26.34
2025-05-23T14:25:08.616168Z,83.0,260.0,26.29
2025-05-23T14:25:10.701356Z,60.0,346.0,25.77
2025-05-23T14:25:12.382201Z,65.0,337.0,26.08
2025-05-23T14:25:14.527180Z,60.0,154.0,30.2
2025-05-23T14:25:16.394964Z,86.0,394.0,21.49
2025-05-23T14:25:18.662884Z,78.0,141.0,24.05
2025-05-23T14:25:20.492073Z,64.0,330.0,26.92
2025-05-23T14:25:22.748754Z,87.0,203.0,29.0
2025-05-23T14:25:24.444033Z,68.0,302.0,26.47
2025-05-23T14:25:26.585075Z,68.0,170.0,21.13
2025-05-23T14:25:28.403373Z,61.0,224.0,17.57
2025-05-23T14:25:30.390237Z,71.0,118.0,25.31
2025-05-23T14:25:32.454009Z,63.0,212.0,22.25
2025-05-23T14:25:34.684414Z,80.0,298.0,27.38
2025-05-23T14:25:36.520653Z,72.0,350.0,21.26
2025-05-23T14:25:38.528492Z,68.0,105.0,25.36
2025-05-23T14:25:40.414423Z,60.0,349.0,23.22
2025-05-23T14:25:42.582046Z,76.0,158.0,21.17
2025-05-23T14:25:44.402937Z,62.0,148.0,22.98
2025-05-23T14:25:46.524308Z,60.0,315.0,24.32
2025-05-23T14:25:48.449556Z,84.0,172.0,20.71
2025-05-23T14:25:50.401236Z,64.0,170.0,23.82
2025-05-23T14:25:52.429136Z,65.0,374.0,23.9
2025-05-23T14:25:54.421190Z,63.0,270.0,19.83
2025-05-23T14:25:56.433762Z,62.0,294.0,22.4
2025-05-23T14:25:59.008344Z,61.0,299.0,28.15
2025-05-23T14:26:01.002952Z,84.0,212.0,23.16
2025-05-23T14:26:02.539914Z,74.0,253.0,25.02
2025-05-23T14:26:04.449716Z,86.0,149.0,24.82
2025-05-23T14:26:06.688418Z,60.0,212.0,23.11
2025-05-23T14:26:08.622962Z,83.0,373.0,23.32
2025-05-23T14:26:10.524402Z,65.0,134.0,18.2
2025-05-23T14:26:12.422899Z,67.0,351.0,26.77
2025-05-23T14:26:14.436031Z,61.0,290.0,21.56
2025-05-23T14:26:16.421242Z,71.0,126.0,19.58
2025-05-23T14:26:18.417809Z,74.0,399.0,28.86
2025-05-23T14:26:20.507168Z,81.0,227.0,22.97
2025-05-23T14:26:22.429199Z,80.0,383.0,27.37
2025-05-23T14:26:24.414775Z,84.0,212.0,23.16
2025-05-23T14:26:26.417617Z,83.0,115.0,28.63
2025-05-23T14:26:28.444156Z,87.0,391.0,18.38
2025-05-23T14:26:30.440400Z,63.0,339.0,23.49
2025-05-23T14:26:32.463699Z,69.0,177.0,23.95
2025-05-23T14:26:34.431758Z,76.0,380.0,24.95
2025-05-23T14:26:36.424213Z,64.0,140.0,24.28
2025-05-23T14:26:38.436152Z,84.0,362.0,22.69
2025-05-23T14:26:40.694805Z,68.0,333.0,27.34
2025-05-23T14:26:42.653489Z,84.0,281.0,24.38
2025-05-23T14:26:44.474184Z,64.0,240.0,25.43
2025-05-23T14:26:46.461043Z,87.0,138.0,23.53
2025-05-23T14:26:48.433101Z,76.0,325.0,26.55
2025-05-23T14:26:50.424392Z,62.0,317.0,28.16
2025-05-23T14:26:52.454322Z,68.0,198.0,18.68
2025-05-23T14:26:54.422041Z,67.0,260.0,20.12
2025-05-23T14:26:56.463790Z,68.0,262.0,18.72
2025-05-23T14:26:58.457767Z,89.0,175.0,27.0
2025-05-23T14:27:00.440278Z,89.0,330.0,27.95
2025-05-23T14:27:02.443080Z,74.0,361.0,26.28
2025-05-23T14:27:04.438827Z,87.0,113.0,27.77
2025-05-23T14:27:06.578729Z,84.0,177.0,28.82
2025-05-23T14:27:08.445223Z,65.0,315.0,26.12
2025-05-23T14:27:10.437216Z,69.0,282.0,26.66
2025-05-23T14:27:12.424346Z,75.0,241.0,22.58
2025-05-23T14:27:14.647069Z,86.0,267.0,27.92
2025-05-23T14:27:16.468215Z,60.0,264.0,19.06
2025-05-23T14:27:18.472360Z,61.0,389.0,26.65
2025-05-23T14:27:20.538125Z,82.0,194.0,22.75
2025-05-23T14:27:22.467986Z,66.0,125.0,28.42
2025-05-23T14:27:24.457528Z,69.0,111.0,18.84
2025-05-23T14:27:26.460184Z,68.0,299.0,27.72
2025-05-23T14:27:28.458058Z,89.0,353.0,26.48
2025-05-23T14:27:30.548108Z,76.0,196.0,22.11
2025-05-23T14:27:32.489914Z,61.0,221.0,22.7
2025-05-23T14:27:34.454097Z,83.0,240.0,24.86
2025-05-23T14:27:36.452941Z,79.0,293.0,22.36
2025-05-23T14:27:38.454228Z,88.0,116.0,20.74
2025-05-23T14:27:40.492348Z,82.0,397.0,31.53
2025-05-23T14:27:42.458312Z,79.0,229.0,28.82
2025-05-23T14:27:44.479519Z,69.0,223.0,23.29
2025-05-23T14:27:46.478117Z,74.0,111.0,28.2
2025-05-23T14:27:48.492452Z,84.0,306.0,25.85
2025-05-23T14:27:50.463391Z,76.0,194.0,25.04
2025-05-23T14:27:52.667484Z,60.0,388.0,29.3
2025-05-23T14:27:54.572049Z,67.0,357.0,27.13
2025-05-23T14:27:56.484003Z,77.0,345.0,26.05
2025-05-23T14:27:58.477177Z,74.0,110.0,28.23
2025-05-23T14:28:00.479452Z,89.0,200.0,28.64
2025-05-23T14:28:02.510370Z,70.0,324.0,18.53
2025-05-23T14:28:04.492943Z,78.0,196.0,21.75
2025-05-23T14:28:06.469699Z,88.0,238.0,24.69
2025-05-23T14:28:08.468447Z,78.0,326.0,27.05
2025-05-23T14:28:10.463148Z,65.0,188.0,23.6
2025-05-23T14:28:12.484413Z,86.0,214.0,28.91
2025-05-23T14:28:14.518039Z,78.0,256.0,23.75
2025-05-23T14:28:16.523010Z,80.0,128.0,26.0
2025-05-23T14:28:18.470452Z,78.0,168.0,21.11
2025-05-23T14:28:20.479196Z,65.0,342.0,21.77
2025-05-23T14:28:22.732358Z,82.0,111.0,21.37
2025-05-23T14:28:24.527269Z,65.0,137.0,29.57
2025-05-23T14:28:26.478022Z,63.0,393.0,26.43
2025-05-23T14:28:28.494474Z,62.0,190.0,20.74
2025-05-23T14:28:30.473145Z,76.0,253.0,27.24
2025-05-23T14:28:32.481062Z,80.0,105.0,31.86
2025-05-23T14:28:34.482183Z,81.0,325.0,23.11
2025-05-23T14:28:36.493494Z,76.0,241.0,19.5
2025-05-23T14:28:38.776290Z,71.0,212.0,20.78
2025-05-23T14:28:40.486886Z,67.0,349.0,28.61
2025-05-23T14:28:42.488339Z,85.0,392.0,24.73
2025-05-23T14:28:44.483176Z,71.0,269.0,25.75
2025-05-23T14:28:46.505956Z,69.0,265.0,27.66
2025-05-23T14:28:48.507550Z,84.0,194.0,27.35
